text,type,count-occurences-total,count-documents
Sharing Motivation (SM,WORK_OF_ART,1,1
Social Media Fatigue,ORG,1,1
Feel Good Factor,ORG,1,1
FGF,ORG,1,1
FoMO,LAW,1,1
News Characteristics,ORG,1,1
NC,ORG,1,1
244,CARDINAL,1,1
IBM,ORG,1,1
23,DATE,1,1
Facebook or Twitter,ORG,1,1
The recent years,DATE,1,1
News Image Steganography,ORG,1,1
NIS,ORG,2,1
Venegas-Vera et al,ORG,1,1
IMR Press,ORG,1,1
Turkish,NORP,3,3
American Library Association,ORG,1,1
Arksey,PERSON,1,1
O'Malley,PERSON,1,1
PubMed/MEDLINE,ORG,2,2
543,CARDINAL,1,1
only 3,CARDINAL,1,1
Almalki,PERSON,1,1
Fahad Azeez,PERSON,1,1
the Creative Commons Attribution NonCommercial License,ORG,1,1
Gaza strip,GPE,1,1
Palestine,GPE,3,1
2020Background,CARDINAL,1,1
the Gaza Strip,GPE,3,1
1067,DATE,1,1
between 6 and 18 years,DATE,1,1
56,CARDINAL,1,1
Independent Samples T,ORG,1,1
ANOVA,ORG,1,1
81.8%,PERCENT,1,1
56.2%,PERCENT,1,1
736,CARDINAL,1,1
78.1%,PERCENT,1,1
1.3%,PERCENT,1,1
0.891,CARDINAL,1,1
Seven,CARDINAL,1,1
2019–2020,CARDINAL,1,1
746,CARDINAL,1,1
between 2010 and 2020,DATE,1,1
Mediterranean,LOC,3,1
Latrodectus,PRODUCT,1,1
Loxosceles,NORP,1,1
70%,PERCENT,2,2
32%,PERCENT,1,1
L. rufescens,PERSON,1,1
less than 10%,PERCENT,2,2
Plain Language Summary,PERSON,1,1
the Supporting Information of this,ORG,1,1
Nature,PERSON,1,1
Ecological Society,ORG,1,1
Myanmar,GPE,6,2
2011,DATE,3,3
Rohingya Muslims,NORP,2,1
Rakhine,PERSON,1,1
Kayah States,ORG,1,1
13-35,DATE,1,1
More than half,CARDINAL,1,1
Mary Ann Liebert,PERSON,2,2
2004-2012,CARDINAL,1,1
75%,PERCENT,1,1
3746,CARDINAL,1,1
the Daley-Kendall,ORG,1,1
Goffman-Newill,ORG,1,1
ESI,ORG,2,1
OI,LAW,2,1
Stigma,PERSON,1,1
Social Impact Theory,ORG,1,1
SSL,ORG,3,1
the Universal Declaration of Human Rights,LAW,1,1
Society for International Development,ORG,1,1
575,CARDINAL,1,1
Billions of dollars,MONEY,1,1
each year,DATE,2,2
Meta,PERSON,2,1
Journal of Paediatrics and Child Health,ORG,1,1
"John Wiley & Sons Australia, Ltd",ORG,1,1
Paediatrics and Child Health Division,ORG,1,1
The Royal Australasian College of Physicians,ORG,1,1
409,CARDINAL,1,1
3884,CARDINAL,1,1
Sina Weibo,PERSON,4,3
MID,ORG,4,1
California State University,ORG,1,1
Northridge,GPE,1,1
FauxWard,ORG,4,1
Fourth,ORDINAL,3,3
Journal of Bioethical Inquiry Pty Ltd.,ORG,1,1
Agamben,ORG,1,1
The New York Times,ORG,5,5
Il Corriere,PERSON,1,1
Sera,PERSON,1,1
La Repubblica,ORG,2,2
La Stampa,ORG,1,1
about one-third,CARDINAL,1,1
World War 1,EVENT,1,1
World Wars,WORK_OF_ART,1,1
Fascist,ORG,1,1
about 75%,PERCENT,1,1
Generative Adversarial Networks,ORG,2,2
© 2020 International Association for Mathematics and Computers in,ORG,1,1
IMACS,ORG,1,1
Japan,GPE,1,1
five hours,TIME,1,1
Democratic,NORP,4,3
DFN,ORG,5,1
552,CARDINAL,1,1
homophilic social dynamics,ORG,1,1
Australasian College of Health Service Management,ORG,1,1
251,CARDINAL,1,1
RACAP,ORG,1,1
MSM,ORG,2,1
Kozinets,ORG,1,1
Mkono,GPE,1,1
Markwell,ORG,1,1
Croatian,NORP,3,3
March 18,DATE,1,1
"March 23, 2020",DATE,1,1
1244,CARDINAL,1,1
85.5%,PERCENT,1,1
58.4%,PERCENT,1,1
the Hospital Anxiety and Depression Scale,ORG,1,1
Optimism-Pessimism Scale,ORG,1,1
Galić,GPE,1,1
Mustapić,GPE,1,1
Šimunić,GPE,1,1
Cipolletta,GPE,1,1
Sobkowicz,PERSON,1,1
the BERT-Base language model,FAC,1,1
30%,PERCENT,2,2
Bell Pottinger,ORG,1,1
Iraq,GPE,2,2
Cambridge,GPE,1,1
Analytica,GPE,1,1
Digitality,GPE,1,1
Cambridge Analytica,LOC,1,1
Trinidad,GPE,1,1
Tobago,GPE,1,1
the Information for All Programme,ORG,1,1
IFAP,ORG,1,1
the Middle East,LOC,6,4
Adversarial Active Learning,ORG,1,1
Heterogeneous Graph Neural Network,ORG,1,1
AA-HGNN,ORG,2,1
SOTA,ORG,1,1
Malcom,ORG,4,1
about 94%,PERCENT,1,1
93.5%,PERCENT,1,1
90%,PERCENT,3,3
https://github.com/lethaiq/MALCOM1,PERSON,1,1
European Spanish,NORP,1,1
Mexican,NORP,4,3
Bayesian,NORP,5,5
Study 1,DATE,2,2
"5,271 MTurkers",QUANTITY,1,1
"1,568 MTurkers",QUANTITY,1,1
myNews,PERSON,1,1
NVivo,ORG,1,1
Excel,PRODUCT,1,1
fewer than 5%,PERCENT,1,1
just one,CARDINAL,1,1
Twitter16,GPE,2,2
as early as February 2020,DATE,1,1
The association of support for,ORG,1,1
eHL,WORK_OF_ART,1,1
1002,DATE,1,1
43% to 56%,PERCENT,1,1
CCBS,ORG,2,1
HL,GPE,1,1
eHL,LOC,1,1
0.04,CARDINAL,1,1
0.038,CARDINAL,1,1
−0.21,CARDINAL,1,1
0.16,CARDINAL,2,2
six hundred and sixty-eight,CARDINAL,1,1
0.751,CARDINAL,1,1
the world to institute,ORG,1,1
Algorithmic Development > Multimedia Commercial,ORG,1,1
Learning,GPE,1,1
3D,CARDINAL,2,1
ResNet,PRODUCT,1,1
ResNeXt,PRODUCT,1,1
I3D,PRODUCT,1,1
FaceForensics++,EVENT,1,1
Collective Betweenness,ORG,1,1
Collective Betweenness,WORK_OF_ART,1,1
Smart Cities,ORG,1,1
an era,DATE,3,3
the Ancient Agora,ORG,1,1
Athens,GPE,1,1
Polis,GPE,1,1
GPS,ORG,1,1
Smart Agora,ORG,1,1
58,CARDINAL,1,1
471,CARDINAL,1,1
374,CARDINAL,1,1
Macronleaks,PRODUCT,1,1
Voter,PRODUCT,1,1
"Wiley Periodicals, Inc.",ORG,3,3
Alpha Kappa Delta,PERSON,1,1
The International Sociology Honor Society,ORG,1,1
Linden,PERSON,1,1
Roozenbeek,ORG,1,1
Compton,GPE,1,1
Roman,NORP,1,1
Alexander von Humboldt Institute for Internet and Society,ORG,2,2
January,DATE,2,1
"2,029",CARDINAL,1,1
"140,820",CARDINAL,1,1
up to 10%,PERCENT,2,2
Factual News Graph,ORG,1,1
FANG,ORG,3,1
between months,DATE,1,1
42.05,CARDINAL,1,1
July,DATE,1,1
120.05,CARDINAL,1,1
August,DATE,1,1
230.25,CARDINAL,1,1
September,DATE,1,1
65.25,CARDINAL,1,1
October,DATE,1,1
"3,885",CARDINAL,1,1
77.2%,PERCENT,1,1
Licença Creative Commons - Atribuição 4.0 Internacional,ORG,1,1
three decades ago,DATE,1,1
thirtieth,ORDINAL,1,1
1989,DATE,3,3
Tiananmen Square,FAC,1,1
Bruno Latour,PERSON,1,1
LINGNAN UNIVERSITY,ORG,1,1
CDC,ORG,7,2
Joan Fontcuberta,PERSON,1,1
almost forty years,DATE,1,1
Mocking Alternative Planisphere,ORG,1,1
MAP,ORG,2,2
the Borgian Encyclopedia of Tlön,ORG,1,1
Tolkien,PERSON,1,1
George R. Martin,PERSON,1,1
the Bidirectional Encoder Representations,ORG,3,3
4.19%,PERCENT,1,1
SpotFake,ORG,1,1
5.39%,PERCENT,1,1
Behavior Model,WORK_OF_ART,2,1
Pontificia Universidade,ORG,1,1
Catolica de Campinas,PERSON,1,1
R0 &gt,ORG,1,1
1050,DATE,1,1
1150,DATE,1,1
Ireland,GPE,1,1
700,CARDINAL,4,1
the European Open Data Portal,ORG,1,1
Spearman,PERSON,3,1
0.753,CARDINAL,1,1
0.158,CARDINAL,1,1
0.690,CARDINAL,1,1
0.168,CARDINAL,1,1
0.800,CARDINAL,1,1
0.112,CARDINAL,1,1
©Rafael A,PERSON,1,1
Badell-Grau,ORG,1,1
Jordan Patrick Cuff,PERSON,1,1
Brendan P Kelly,PERSON,1,1
Helen Waller-Evans,PERSON,1,1
Emyr Lloyd-Evans,PERSON,1,1
"April 13-20, 2020",DATE,1,1
"22,785",CARDINAL,1,1
"11,333",CARDINAL,1,1
Botometer,ORG,1,1
YouTube,PERSON,1,1
Wasim Ahmed,PERSON,2,2
Francesc López Seguí,PERSON,2,2
Josep Vidal-Alaball,PERSON,2,2
Matthew S Katz,PERSON,1,1
Political Quarterly Publishing Co,ORG,1,1
PQPC,ORG,1,1
the New Coronavirus,ORG,1,1
Eu Fiscalizo,LOC,1,1
Associacao,GPE,3,3
4260,CARDINAL,1,1
ISB,ORG,2,1
433,CARDINAL,1,1
Forty-eight,CARDINAL,1,1
about two,CARDINAL,1,1
8-10 years,DATE,1,1
British Journal of Developmental Psychology,ORG,1,1
British Psychological Society,ORG,1,1
hypercapnia,GPE,1,1
hypoxia,GPE,1,1
the Italian Pediatric Society,ORG,1,1
hoax news,ORG,1,1
propaganda news,ORG,1,1
mal-information,ORG,1,1
post-truth,ORG,1,1
387,CARDINAL,1,1
National Taipei University,ORG,1,1
the digital channel,ORG,1,1
Flipped Classroom,PRODUCT,2,1
Dutch,NORP,1,1
only 4,CARDINAL,1,1
54,CARDINAL,1,1
Spinbot,PERSON,1,1
Fake News AMT,ORG,1,1
Celebrity,ORG,1,1
© Media Watch,ORG,8,8
889,CARDINAL,1,1
SEM,ORG,1,1
Fear Appeal,PRODUCT,1,1
National Institute of Science Communication and Information Resources,ORG,1,1
January to August 2020,DATE,1,1
Indian Journal of Psychiatry Published,ORG,1,1
Wolters Kluwer-Medknow,ORG,1,1
Post-truth,ORG,1,1
"Infodemia, Misinformation",ORG,1,1
Wu Lei,PERSON,1,1
the past two decades,DATE,2,2
the next five to ten years,DATE,1,1
Delphi,ORG,1,1
outnumber,DATE,1,1
Platform,ORG,1,1
theWWW,GPE,1,1
the Library and Information Systems,ORG,1,1
National University of Singapore,ORG,1,1
nearly 144,CARDINAL,1,1
683,CARDINAL,1,1
18 April 2020,DATE,1,1
Moita Lopes,ORG,1,1
Ceará,GPE,1,1
i. e.,PERSON,1,1
Rieger,PERSON,1,1
Bangla Language,GPE,1,1
Bangla,GPE,1,1
Multinomial Naive Bayes,PERSON,1,1
MNB,ORG,3,2
Bangla,ORG,1,1
CountVectorizer,ORG,1,1
96.64 percent,PERCENT,1,1
93.32 percent,PERCENT,1,1
30,CARDINAL,4,4
Ecosia,GPE,1,1
Mojeek,ORG,1,1
10–53%,PERCENT,1,1
Google.com,ORG,3,2
Catalani,ORG,1,1
Goldman,ORG,4,4
"Morley, Neunez",ORG,1,1
Prados-Bo,ORG,1,1
Smeesters,ORG,1,1
Taddeo,GPE,1,1
Vanzolini,GPE,1,1
Floridi,GPE,1,1
630,CARDINAL,1,1
six months,DATE,1,1
474,CARDINAL,1,1
Deepfake,PRODUCT,2,1
BuzzSumo,ORG,1,1
2102,DATE,1,1
"2,352,585",CARDINAL,1,1
23.1%,PERCENT,1,1
more than 100,CARDINAL,2,2
IoV,ORG,1,1
Software-Defined Networking,ORG,1,1
Software-Defined Road Side Units,ORG,1,1
traditional Road Side Units,FAC,1,1
Bayesian Network,ORG,1,1
QcFND,GPE,2,1
Veins,PERSON,1,1
Hyperledger Fabric,ORG,1,1
Netica,ORG,1,1
Annual Reviews Inc,ORG,1,1
ICRC,ORG,1,1
Contextual Analysis (CA,ORG,1,1
CA,ORG,4,1
2000,DATE,2,2
Trump-Hillary,PRODUCT,1,1
0.81,CARDINAL,2,2
Hierarchal,NORP,1,1
SSRG International Journal of Engineering Trends and Technology,ORG,1,1
examines two,CARDINAL,2,2
Newsalyze,WORK_OF_ART,1,1
ACM ISBN,ORG,1,1
Clickbait,GPE,1,1
Marina Silva,PERSON,1,1
Rede,PERSON,1,1
Lazer et al,PERSON,1,1
Aos Fatos,PERSON,1,1
the Transparency and Openness Promotion (TOP,ORG,1,1
a Creative Commons Attribution Licence,LAW,1,1
Asia,LOC,2,2
"February 2, 2020",DATE,1,1
Chew,PERSON,1,1
2009-was,CARDINAL,1,1
"Between February 9 and April 11, 2020",DATE,1,1
"21,755,802",CARDINAL,1,1
"4,809,842",CARDINAL,1,1
"February 11, 2020",DATE,1,1
the end of March,DATE,1,1
Mainstream or Local News,WORK_OF_ART,1,1
Government or Public Health,WORK_OF_ART,1,1
US Centers for Disease Control and Prevention,ORG,1,1
116,CARDINAL,1,1
Journal of Medical Internet Research,ORG,1,1
Google Trends,PRODUCT,3,2
"February 20, 2020",DATE,1,1
"May 6, 2020",DATE,1,1
Around two thirds,CARDINAL,1,1
66.1%,PERCENT,1,1
Alessandro Rovetta,PERSON,2,2
Akshaya Srikanth Bhagavathula,PERSON,1,1
Greater London,PERSON,1,1
Raman et al,PERSON,1,1
The American Society of Tropical Medicine,ORG,2,2
Hygiene,PERSON,2,2
four-fold,CARDINAL,1,1
iFakeFaceDB,PERSON,1,1
GANprintR,ORG,1,1
2007-2012,DATE,1,1
the Motivated System 2,ORG,1,1
four decades ago,DATE,1,1
fifty-two,CARDINAL,1,1
52,CARDINAL,1,1
Save KPK 2015,ORG,1,1
Save KPK,ORG,3,1
Indonesians,NORP,4,4
KPK,ORG,1,1
Austria,GPE,3,3
between 2015 and 2018,DATE,1,1
"2,967",CARDINAL,1,1
55,CARDINAL,1,1
108,CARDINAL,1,1
0.688,CARDINAL,1,1
BRENDA,PERSON,1,1
BRENDA,PRODUCT,1,1
BRENDA,ORG,1,1
Webpage,ORG,1,1
age 16 to 26,DATE,1,1
GTUT,ORG,1,1
Shenzhen,GPE,6,1
22 million,CARDINAL,1,1
East Asia,LOC,1,1
Hubei Province,GPE,1,1
31 March,DATE,1,1
only 451,CARDINAL,1,1
Tripartite,PERSON,1,1
Russian,LANGUAGE,6,3
Malaysia Airlines,ORG,1,1
MH17,PRODUCT,3,1
163,CARDINAL,2,2
Putin,PERSON,1,1
26%,PERCENT,1,1
Obama,LOC,1,1
around 68%,PERCENT,1,1
about 49%,PERCENT,1,1
only 13%,PERCENT,1,1
Cameroon,GPE,1,1
four weeks,DATE,1,1
15 August to 15 September 2018,DATE,1,1
Unisa Press,ORG,2,2
November 10,DATE,1,1
the Oxford Internet Institute,ORG,1,1
Vox,PERSON,3,3
© 2021 Research Journal of Biotechnology,ORG,3,3
Universidad Autonoma de Bucaramanga,PERSON,1,1
El Confidencial,ORG,2,2
Generalitat,NORP,1,1
Quim Torra,ORG,1,1
Institute,ORG,1,1
Martin Luther King,PERSON,1,1
DMI,ORG,1,1
Louvain Multinivell,ORG,1,1
"27,648",CARDINAL,1,1
"76,815",CARDINAL,1,1
the Social Network,ORG,1,1
the Big Data Analysis,ORG,1,1
293,CARDINAL,1,1
Health Institution,ORG,1,1
TRUSTD,ORG,2,2
BDANN,ORG,2,1
fed,ORG,1,1
Engagement Index,ORG,1,1
WhatsApp Groups,ORG,1,1
Algorithm,ORG,1,1
Maldito Feminismo,ORG,2,1
N=71,ORG,1,1
Derakhshan & Wardle,ORG,1,1
"Tandoc, Lim & Ling",ORG,1,1
Molina,NORP,1,1
Maldito Feminismo,PERSON,1,1
60 years ago,DATE,1,1
World Scientific Publishing Company,ORG,1,1
a “Questionnaire on Student Habits for Sharing Fake News on the Mobile,WORK_OF_ART,1,1
CHECK-M,ORG,1,1
480,CARDINAL,1,1
Us,GPE,1,1
"100,000",CARDINAL,1,1
more than 1 million,CARDINAL,1,1
Recurrent Neural Networks,ORG,2,2
more than 90%,PERCENT,1,1
keystroke,ORG,1,1
52.6%,PERCENT,1,1
10.9%,PERCENT,1,1
The Indian Council of Medical Research,ORG,1,1
“National Guidelines for Ethics Committees Reviewing Biomedical and Health Research,WORK_OF_ART,1,1
86,CARDINAL,1,1
Research Journal of Biotechnology,ORG,1,1
its 20th year,DATE,1,1
Wikipedia,GPE,2,2
Wikipedia,ORG,3,2
"more than 1,700",CARDINAL,1,1
Study 2,DATE,1,1
215,CARDINAL,1,1
“Whole Science,WORK_OF_ART,1,1
"125,000",CARDINAL,1,1
Linear,ORG,1,1
Threshold,PRODUCT,1,1
billions,CARDINAL,2,2
Hitting Self-avoiding Walks,PERSON,1,1
\mathsf{HSAW}HSAWs,WORK_OF_ART,1,1
GPU,ORG,3,1
177x,CARDINAL,1,1
338x,CARDINAL,1,1
1989-2012,DATE,1,1
Ljubljana University Press,ORG,1,1
The 21st century,DATE,1,1
last century,DATE,1,1
the United Nations Sustainable Development Goals,ORG,1,1
21st,ORDINAL,1,1
Hoax,ORG,1,1
the Indonesia Telematics Society,ORG,1,1
MASTEL,ORG,1,1
the Indonesia Internet Service Providers Association,ORG,1,1
5.614455426,CARDINAL,1,1
approximately 25%,PERCENT,1,1
KT,ORG,3,1
Commentary,ORG,1,1
Telegram,ORG,1,1
a Constitutional Law,LAW,1,1
Undang,GPE,2,1
dan Transaksi Elektronik,PERSON,1,1
the Indonesian CL,ORG,1,1
Telecommunications Association Inc.,ORG,1,1
8,CARDINAL,5,4
566,CARDINAL,1,1
7 months,DATE,1,1
Comments,ORG,1,1
Amity University,ORG,5,5
American Physical Society,ORG,3,3
the first quarter of 2020,DATE,1,1
at least 50,CARDINAL,1,1
Società Italiana di Fisica,ORG,1,1
the Arab Springs,LOC,1,1
European Parliament,ORG,1,1
"between 23rd and 26th of May, 2019",DATE,1,1
"almost 400,000",CARDINAL,1,1
863,CARDINAL,1,1
Cinelli et al,PERSON,1,1
forty-five thousand nine hundred and fifty-seven,DATE,1,1
"June 16–October 12, 2016",DATE,1,1
Erratum,ORG,1,1
1454,DATE,1,1
Figure Presenetd,PERSON,1,1
the Dominican Republic,GPE,1,1
the Ministry of Health (MoH,ORG,1,1
45 days,DATE,1,1
MoH,LOC,1,1
"March 16, 2020",DATE,1,1
the French Society of Pharmacology and Therapeutics,ORG,1,1
Question and Answer,ORG,1,1
Q&A,ORG,1,1
"March 17, 2020",DATE,1,1
Six weeks later,DATE,1,1
140,CARDINAL,1,1
014,CARDINAL,1,1
41 days,DATE,1,1
"Twitter, Facebook",WORK_OF_ART,1,1
the French Ministry of Health,ORG,1,1
the French National Agency for Medicines and Health Products Safety ANSM,ORG,1,1
Société Française de Pharmacologie,PERSON,1,1
Culture and Agency,ORG,1,1
CUP,ORG,1,1
the ‘Cultural System’,LAW,1,1
Socio-Cultural,WORK_OF_ART,1,1
SAC,ORG,1,1
Structure,WORK_OF_ART,1,1
Commons,PERSON,1,1
Harry Frankfurt's,PERSON,1,1
the Theory of Social Behaviour,WORK_OF_ART,1,1
NASIG,ORG,1,1
34th,ORDINAL,1,1
Marydee Ojala,PERSON,2,1
Regina Reynolds,PERSON,2,1
the U.S ISSN Center,ORG,1,1
ISSN,ORG,1,1
the United States Government,ORG,2,1
USC,ORG,1,1
105,CARDINAL,1,1
Kay G. Johnson,PERSON,1,1
Universidade Federal de Campina Grande,ORG,1,1
Fabio Giglietto,ORG,1,1
Luca Rossi,PERSON,1,1
Giada Marino Journal,ORG,1,1
"Information, Communication &amp",ORG,1,1
5,DATE,2,1
7,DATE,1,1
hyperpartisan news,ORG,1,1
Fletcher et al.,PERSON,1,1
Appendix 1,FAC,1,1
87,CARDINAL,1,1
Avaaz,ORG,1,1
Benedetto Montaccini,PERSON,1,1
Mastinu,ORG,1,1
Appendix 2,FAC,1,1
RR)1,PERSON,1,1
Fletcher et.al.,ORG,1,1
"Fletcher, R.",ORG,1,1
Cornia,GPE,1,1
Nielsen,PERSON,2,2
R. K.,PERSON,1,1
Reuters institute,ORG,1,1
Informa,GPE,14,14
"Information, Communication and Society",ORG,1,1
the Association of Internet Researchers,ORG,1,1
380,CARDINAL,2,2
35,CARDINAL,2,2
The World Health Organisation,ORG,1,1
© Operational Research Society,ORG,1,1
.306,CARDINAL,1,1
between two,CARDINAL,3,3
US Presidential,EVENT,1,1
the White House,ORG,1,1
Hurricane Maria,PERSON,1,1
Puerto Ricans,GPE,1,1
Mass Communication & Society Division,ORG,1,1
the Association for Education,ORG,1,1
Journalism,GPE,1,1
Watzlawick,ORG,1,1
Information and Communications Technologies (ICT,ORG,1,1
WoS,ORG,1,1
Latin American,NORP,3,3
Unified Health System,ORG,1,1
Sars-CoV-2,ORG,1,1
Instituto de Estudos Avancados da Universidade de Sao Paulo,PERSON,1,1
Online Social Networks,ORG,3,3
Corpora,PERSON,1,1
Extreme Gradient Boosting,ORG,1,1
Joselit,PERSON,1,1
Massachusetts Institute of Technology,ORG,1,1
640,CARDINAL,1,1
WOS,ORG,1,1
the first few months of 2020,DATE,1,1
at least 18 years,DATE,1,1
the Kurdistan Region of Iraq,GPE,1,1
Iraqi,NORP,3,1
Kurdistan,GPE,3,1
516,CARDINAL,1,1
18-35 years,DATE,1,1
Araz Ramazan Ahmad,PERSON,1,1
Hersh Rasool Murad,PERSON,1,1
19.05.2020,ORG,1,1
1981-2012,DATE,1,1
the beginning of December 2019,DATE,1,1
"Friday, March 27, 2020, to Saturday, April 4, 2020",DATE,1,1
5GCoronavirus,MONEY,1,1
34.8%,PERCENT,1,1
32.2%,PERCENT,1,1
33.0%,PERCENT,1,1
65.2%,PERCENT,1,1
Joseph Downing,PERSON,1,1
Four years later,DATE,1,1
Stephanie A. Diaz,PERSON,1,1
Russell A. Hall,PERSON,1,1
Copyright © 2020 Longwoods Publishing,WORK_OF_ART,1,1
2.0,CARDINAL,3,3
mid-Atlantic,LOC,1,1
the end of 2020,DATE,1,1
the Organic Law of Electoral Regime,LAW,1,1
1985,DATE,1,1
7/2010 Law,PERSON,1,1
Audiovisual,GPE,1,1
LGA,ORG,1,1
the European Audiovisual Services Directive,ORG,1,1
the 35 years,DATE,1,1
the Ministry of Economy and Business,ORG,1,1
MEE,ORG,1,1
social media services,ORG,1,1
"1,512",CARDINAL,1,1
2 years,DATE,1,1
the Association of College and Research Libraries,ORG,1,1
Hypothesis,ORG,2,2
up to 26.9%,PERCENT,1,1
"Introduction to Communication, Public Speaking, Persuasive Communication, Health Communication",PRODUCT,1,1
National Communication Association,ORG,1,1
January to March 2020,DATE,1,1
APC,ORG,3,1
Keywords,PRODUCT,1,1
2019-nCOV,WORK_OF_ART,1,1
SARS-COV-2,WORK_OF_ART,1,1
amuchina,GPE,2,1
Umbria,GPE,2,1
Basilicata,PERSON,1,1
>140,DATE,1,1
Campania,GPE,1,1
Basilicata,GPE,1,1
>100,DATE,1,1
more than 10,CARDINAL,1,1
Rome,GPE,1,1
days,DATE,3,3
foresee news,ORG,1,1
Ensemble Voting Classifier,WORK_OF_ART,1,1
Naïve Bayes,GPE,1,1
K-NN,ORG,1,1
Artificial Neural Network,ORG,1,1
"Logistic Regression, Gradient Boosting",ORG,1,1
Ada Boosting,PERSON,1,1
Ensemble Voting Classifier,GPE,1,1
about 94.5%,PERCENT,1,1
June 2017,DATE,1,1
the European Parliament,ORG,1,1
the European Commission,ORG,3,3
Elections,PERSON,1,1
"April 28, 2019",DATE,1,1
"10,038",CARDINAL,1,1
"March 1 and May 15, 2019",DATE,1,1
Spanish Workers’ Socialist Party,ORG,1,1
@PSOE,ORG,1,1
Popular Party,ORG,2,2
Podemos,ORG,2,2
@ahorapodemos,ORG,1,1
Citizens,ORG,1,1
a few years,DATE,1,1
FAKEDETECTOR,ORG,3,1
more than one,CARDINAL,1,1
Tweepy Python,ORG,1,1
2019-nCov,WORK_OF_ART,1,1
"February 2, 2020, to March 15, 2020",DATE,1,1
approximately 2.8 million,CARDINAL,1,1
"167,073",CARDINAL,1,1
"160,829",CARDINAL,1,1
2722,DATE,1,1
"13,413",CARDINAL,1,1
15.4,CARDINAL,1,1
3.94,CARDINAL,1,1
© 2020 Journal of Medical Internet Research,ORG,1,1
Thirty,CARDINAL,1,1
309,CARDINAL,1,1
65%,PERCENT,1,1
some decades earlier,DATE,1,1
Injury,ORG,1,1
33%,PERCENT,2,2
89%,PERCENT,3,3
Telegraph,PERSON,1,1
14.2%,PERCENT,1,1
roughly five,CARDINAL,1,1
only 0.15%,PERCENT,1,1
early December 2019,DATE,1,1
late December,DATE,1,1
the third week of January 2020,DATE,1,1
Public Health Emergency of International Concern,ORG,1,1
31th of January 2020,DATE,1,1
11th March 2020,DATE,1,1
"March 24th, 2020",DATE,1,1
"16,600",CARDINAL,1,1
"more than 380,000",CARDINAL,1,1
conservatives,NORP,3,2
Fox News,ORG,3,3
at least 30%,PERCENT,1,1
Adversarial Networks,ORG,1,1
KL-divergence,PERSON,1,1
2.1%,PERCENT,1,1
1.8%,PERCENT,1,1
© 2019,ORG,2,2
United States Presidential,EVENT,1,1
Section 1,LAW,1,1
March 2019,DATE,2,2
Section 2,LAW,1,1
Section 3,LAW,2,2
Section 4,LAW,1,1
Section 5,LAW,1,1
Chris Marsden,PERSON,1,1
Trisha Meyer,ORG,1,1
Ian Brown,PERSON,1,1
50% to 40%,PERCENT,1,1
at least 20%,PERCENT,1,1
"1,606",CARDINAL,1,1
Facebook and Google,ORG,3,2
Cognitive Predicting Theory of Trust,ORG,1,1
CPTT,ORG,2,1
Predictive Processing,ORG,1,1
CPTT,WORK_OF_ART,1,1
Computer Human Information Interaction and Retrieval,ORG,1,1
Global Research Online,ORG,1,1
the University of the Basque Country,ORG,1,1
the Duke Reporter's Lab,ORG,1,1
7)exploiting,CARDINAL,1,1
150,CARDINAL,1,1
AI,FAC,1,1
1:1,CARDINAL,1,1
the State of the Union,ORG,2,1
the Royal Society,ORG,1,1
70,CARDINAL,1,1
"February 8, 2020",DATE,1,1
Caucasian,NORP,1,1
1999-2012,DATE,2,2
770,CARDINAL,1,1
several millions,CARDINAL,1,1
Henry Kissinger,PERSON,1,1
February 2017,DATE,2,2
NotTheEnemy,GPE,2,1
"1,117",CARDINAL,1,1
Western European,NORP,1,1
"3,354",CARDINAL,1,1
Multigroup,ORG,1,1
all four,CARDINAL,1,1
Verificado,ORG,2,1
Verificado,PRODUCT,1,1
Universidad Autonoma del Estado de Mexico,PERSON,1,1
Routledge Handbook,PERSON,1,1
Kathryn Henne,PERSON,1,1
Rita Shah,PERSON,1,1
N-gram,ORG,2,2
Linear Support Vector Machines,ORG,2,2
LSVM,ORG,2,2
Random Forests (RF,ORG,2,2
K-Nearest Neighbors,ORG,3,3
N-gram,PERSON,2,2
LSVM,PERSON,2,2
84.9%,PERCENT,2,2
86.6%,PERCENT,2,2
91.9%,PERCENT,2,2
73.2%,PERCENT,2,2
Accuracy,ORG,3,3
76.4%,PERCENT,2,2
Precision,ORG,4,4
80.7%,PERCENT,2,2
78.5%,PERCENT,2,2
Association for Computing Machinery,ORG,15,15
World Environment Day 2019,EVENT,1,1
Neo4j,CARDINAL,1,1
Forty-nine,CARDINAL,1,1
2480,CARDINAL,1,1
Marine Le Pen,PERSON,1,1
only a few years earlier,DATE,1,1
"Department of Digital, Culture, Media and Sport Disinformation",ORG,1,1
the European Commission's,ORG,1,1
Report on Disinformation,ORG,1,1
the period November 16th,DATE,1,1
the 2010s,DATE,1,1
the last 30 years,DATE,1,1
Partido dos Trabalhadores,ORG,1,1
Jair Bolsanaro,PERSON,1,1
Partido Liberal,LOC,1,1
David Samuels,PERSON,1,1
Cesar Zucco,ORG,1,1
Bolsonaro,GPE,1,1
the Partido dos Trabalhadores,ORG,2,1
2013,DATE,5,5
Partido,PRODUCT,1,1
anti-Partido,PRODUCT,1,1
Bolsanaro,PERSON,1,1
Vem Pra Rua,PERSON,1,1
Movimento Brasil Livre,PERSON,1,1
Bolsonaro,PERSON,1,1
hundreds,CARDINAL,1,1
Facebookfrom,PERSON,1,1
