text,type,count-occurences-total,count-documents
5xfz,DATE,1,1
5xg0,DATE,1,1
5xh2,DATE,1,1
5xh3,CARDINAL,1,1
approximately 69,CARDINAL,1,1
the university of portsmouth,ORG,1,1
galleria mellonella,PERSON,1,1
pestalotiopsis microspora,PERSON,1,1
the later half of the 18th century,DATE,1,1
william symington,PERSON,3,3
james rumsey,PERSON,1,1
the potomac river,LOC,1,1
1790,DATE,3,2
the delaware river,LOC,1,1
robert fulton,PERSON,2,2
north river,LOC,1,1
fulton,ORG,1,1
coast,LOC,1,1
1819,DATE,1,1
savannah,ORG,1,1
1838.as the 19th century,DATE,1,1
4psi,CARDINAL,1,1
'half,DATE,1,1
as late as the 1940s,DATE,1,1
the later 19th century,DATE,1,1
charles h. cramp,PERSON,2,1
the mid-to-late 19th century,DATE,1,1
the early 1840s,DATE,1,1
david napier,PERSON,1,1
siamese,NORP,1,1
twin cylinder,WORK_OF_ART,1,1
joseph maudslay,PERSON,2,1
mid-century,DATE,1,1
hms rattler,PERSON,1,1
only two thirds,CARDINAL,1,1
john penn,PERSON,2,1
mid-19th century,DATE,1,1
the latter half of the 19th century,DATE,1,1
the crimean war,EVENT,2,2
gunboat,PERSON,1,1
the western australian museum,ORG,1,1
fremantle,GPE,1,1
swedish-american,NORP,1,1
the american civil war,ORG,1,1
the triangular crosshead assembly,ORG,1,1
the mid-19th century,DATE,1,1
this era,DATE,1,1
uss ranger,PERSON,1,1
the american merchant marine museum,ORG,1,1
forge hammer,PERSON,1,1
the close of the 19th century,DATE,1,1
without qualification,WORK_OF_ART,1,1
cylinder technology,ORG,1,1
the early period,DATE,1,1
henry eckford,PERSON,1,1
james p. allaire,PERSON,1,1
glasgow,ORG,2,1
john elder,PERSON,1,1
alexander c. kirk,PERSON,2,2
"2,700",CARDINAL,4,2
james p. allaire's,PERSON,1,1
about the mid-19th century,DATE,1,1
joshua hendy iron works - informational,ORG,1,1
buell,ORG,1,1
augustus c.,PERSON,1,1
j. b. lippincott co.,ORG,1,1
chatterton,GPE,1,1
e. keble,PERSON,1,1
132,CARDINAL,2,2
cassell and company ltd.,ORG,1,1
christley,ORG,1,1
james j. & jurens,ORG,1,1
32/90,CARDINAL,1,1
warship international,ORG,1,1
international naval research organization,ORG,1,1
xxviii,PERSON,1,1
403–404,CARDINAL,1,1
dumpleton,ORG,1,1
bernard,PERSON,1,1
william collins,PERSON,1,1
sons & co.,ORG,1,1
samuel cunard,PERSON,1,1
isambard brunel,PERSON,1,1
the great atlantic steamships,EVENT,1,1
fry,PERSON,1,1
north atlantic,LOC,1,1
"sampson low, marston & co.",ORG,1,1
hilton,GPE,1,1
lake michigan,LOC,1,1
stanford university press,ORG,1,1
kludas,PERSON,1,1
brassey,GPE,1,1
", inc.",ORG,1,1
1-57488-328,DATE,1,1
laxton,PERSON,1,1
frederick william,PERSON,1,1
volume xviii,PERSON,1,1
john knott,PERSON,1,1
maclehose,PERSON,1,1
the last thirty years,DATE,1,1
james maclehose & sons,ORG,1,1
118,CARDINAL,1,1
arthur j.,PERSON,1,1
whittaker and co.,ORG,1,1
murray,PERSON,1,1
1858,DATE,3,3
j. weale,PERSON,1,1
seaton,ORG,1,1
albert edward,PERSON,1,1
marine machinery,ORG,1,1
charles griffin & co.,ORG,1,1
sennett,PERSON,1,1
oram,ORG,1,1
henry j.,PERSON,1,1
mercantile marine,PERSON,1,1
"longmans, green & co.",ORG,1,1
sutherland,ORG,1,1
john lester,PERSON,1,1
31-32,DATE,1,1
thurston,ORG,1,1
robert henry,PERSON,1,1
ward,PERSON,1,1
j. h.:,PERSON,1,1
d. van nostrand,PERSON,1,1
uss monitor,PRODUCT,1,1
sarah moore,PERSON,2,1
jacqui joseph,PERSON,3,1
jay blades,PERSON,2,1
ej osborne,PERSON,3,1
airs,PERSON,1,1
comedian,ORG,1,1
arthur smith,PERSON,1,1
norman wilkinson,PERSON,1,1
rupert blanchard,PERSON,1,1
forge creative,PERSON,1,1
josh kennard & oliver,ORG,1,1
oli,WORK_OF_ART,1,1
sarah peterson,PERSON,1,1
neil wragg,PERSON,1,1
duncan mckean,PERSON,1,1
albert & edward,ORG,1,1
ray clarke,PERSON,1,1
daniel heath,PERSON,1,1
bex simon,PERSON,1,1
guy trench,PERSON,1,1
dallas hawtin-smith,PERSON,1,1
bruce faulseit,PERSON,1,1
jay,PERSON,3,1
3 onwards,QUANTITY,1,1
dom,PERSON,1,1
22 september 2020,DATE,1,1
dorothy house hospice,FAC,1,1
nitro compounds,PERSON,1,1
catalyze,PRODUCT,1,1
activity.if,GPE,1,1
\tanh,PRODUCT,1,1
h_{\rm,CARDINAL,4,1
\tanh,CARDINAL,1,1
t}}{\sqrt,FAC,1,1
ht,GPE,2,1
ht,PERSON,2,1
\displaystyle f=1-\alpha,WORK_OF_ART,1,1
\langle,ORG,2,1
\langle r\rangle,ORG,1,1
1-\alpha,DATE,1,1
l\rangle k_{1}''c_{\rm,PRODUCT,1,1
"poisoned}}}{v_{\rm {unpoisoned}}}}}
  or

  
    
      
        ",LANGUAGE,1,1
1}{1+\alpha h_{\rm,QUANTITY,1,1
ziegler-natta,PERSON,1,1
enzyme,ORG,1,1
william c. pfefferle,PERSON,1,1
0.001–0.020,CARDINAL,1,1
over 12,CARDINAL,1,1
270 meters,QUANTITY,1,1
2.5 million square,MONEY,1,1
tofte,GPE,1,1
loeb s.,PERSON,3,1
norman r. s.,PERSON,2,1
189,CARDINAL,2,1
4203,CARDINAL,1,1
654–655,CARDINAL,1,1
pmid 17838753,DATE,1,1
chimera,ORG,1,1
247–262,CARDINAL,1,1
4161,CARDINAL,1,1
350–2,CARDINAL,1,1
350n,CARDINAL,1,1
pmid 17839865,DATE,1,1
8550368,DATE,1,1
cath t. y.,PERSON,1,1
childress a. e.,PERSON,2,1
elimelech m.,PERSON,1,1
75–76,CARDINAL,1,1
membrane science,PERSON,2,1
115–122,CARDINAL,1,1
achilli a.; cath t. y.,PERSON,1,1
343,CARDINAL,1,1
42–52,CARDINAL,1,1
more than 1,CARDINAL,1,1
between 0% and 100%,PERCENT,1,1
about 46%,PERCENT,1,1
around 45–50%,PERCENT,1,1
51.7%,PERCENT,1,1
qin,PERSON,1,1
"|
        
        
          ",ORG,1,1
"|
              
            
            
              ",PERSON,3,1
th}}\equiv,CARDINAL,2,1
"−
        
          
            
              ",ORG,1,1
t_{\rm,CARDINAL,3,1
h}}\,WORK_OF_ART,1,1
816,CARDINAL,1,1
1089,DATE,2,1
"k
        
      
    
    {",PRODUCT,1,1
\displaystyle t_{\rm,PRODUCT,1,1
294,CARDINAL,1,1
"294
                  ",PRODUCT,1,1
"k
                
                
                  ",ORG,1,1
73.0,CARDINAL,1,1
294k}{1089k}}\right)100\%=73.0\%,CARDINAL,1,1
less than 35%,PERCENT,1,1
558,CARDINAL,1,1
56% to 61%,PERCENT,1,1
30% - 35%,PERCENT,1,1
p1,ORG,3,3
"|
              
              
                q
                
                  
                    ",ORG,1,1
"|
              
            
            
              ",ORG,1,1
210/300,CARDINAL,1,1
0.70,CARDINAL,2,2
close to 100%,PERCENT,3,2
"|
              
              
                ",ORG,1,1
"n
                  
                
              
            
            
              ",ORG,1,1
_{\mathrm,MONEY,4,1
in}}}{w_{\rm,PRODUCT,1,1
\equiv,ORG,1,1
\frac {q_{\rm,MONEY,1,1
\frac {t_{\rm,MONEY,1,1
c}}}}=\mathrm,CARDINAL,2,1
\displaystyle \mathrm,WORK_OF_ART,1,1
11 metres,QUANTITY,3,1
36 ft,QUANTITY,2,1
the brazil energy company petrobras,ORG,1,1
permian,NORP,1,1
the paraná basin,LOC,1,1
5.5 metres,QUANTITY,1,1
18 ft,QUANTITY,1,1
"2,400 tons",QUANTITY,1,1
0.2 metres,QUANTITY,1,1
0.7 ft,QUANTITY,1,1
december 1991,DATE,1,1
"8,500 tons",QUANTITY,1,1
cameron engineers,ORG,2,2
shale coke,PRODUCT,1,1
"6,200 tons",QUANTITY,1,1
"3,870 barrels",QUANTITY,1,1
550 tons,QUANTITY,1,1
approximately 1 ton,QUANTITY,1,1
11 tons,QUANTITY,1,1
132 tons,QUANTITY,1,1
50 tons,QUANTITY,1,1
82 tons,QUANTITY,1,1
alberta taciuk process,PERSON,1,1
between july 6 and 8,DATE,1,1
three days,DATE,1,1
six-square meters,QUANTITY,1,1
summer 2000,DATE,1,1
heartland park,FAC,2,1
topeka,GPE,2,1
kansas,GPE,4,2
heartland park topeka,FAC,6,1
rose-hulman institute of technology's,ORG,1,1
the university of missouri-rolla's,ORG,4,2
solar miner ii,PERSON,2,2
fsgp 2001,DATE,1,1
the only year,DATE,1,1
minnesota state university,ORG,1,1
mankato,PERSON,1,1
winona,GPE,1,1
south haven,GPE,1,1
principia college's,ORG,2,2
ra iv,PERSON,1,1
stanford university,ORG,3,3
fsgp 2002,DATE,1,1
solar miner iii,PERSON,1,1
kansas state university,ORG,1,1
fsgp 2003,DATE,1,1
the university of minnesota's,ORG,7,2
borealis ii,PERSON,2,2
north dakota state university,ORG,2,2
fsgp 2005,DATE,1,1
borealis iii,LOC,1,1
cresson,GPE,1,1
centaurus,ORG,1,1
fsgp 2010,DATE,1,1
the indianapolis motor speedway,FAC,1,1
100th-anniversary,DATE,1,1
centaurus ii,PERSON,1,1
monticello,GPE,1,1
fsgp 2013,DATE,1,1
oregon state university's,ORG,1,1
illinois state university's,ORG,1,1
iowa state university's,ORG,2,2
fsgp 2014,DATE,1,1
fsgp 2015,DATE,1,1
july 29–31,DATE,1,1
223,CARDINAL,1,1
4:30.444,GPE,1,1
fsgp,GPE,1,1
fsgp 2016,DATE,1,1
wampum,GPE,1,1
"july 26–28, 2016",DATE,1,1
fsgp 2017,DATE,1,1
july 6–8,DATE,1,1
228,CARDINAL,1,1
fsgp 2018,DATE,1,1
hastings,GPE,1,1
july 10–12,DATE,1,1
university of minnesota,ORG,2,1
403 laps,MONEY,1,1
fsgp 2019,DATE,1,1
july 4–6,DATE,1,1
university of calgary,ORG,1,1
24.188,CARDINAL,1,1
fsgp 2020,DATE,1,1
"july 10-16, 2020",DATE,1,1
fsgp 2021,DATE,1,1
26.873,CARDINAL,1,1
the university of kentucky,ORG,1,1
biennial,DATE,1,1
world championship solar car,EVENT,1,1
sun grand prix,LOC,2,2
stilbenes,GPE,1,1
fewer than 90,CARDINAL,1,1
electron movement,ORG,1,1
457 nm,QUANTITY,1,1
around 2002 to,DATE,1,1
the chinese ministry of agriculture,ORG,1,1
more than 10 kilowatts,QUANTITY,1,1
±5%,PERCENT,1,1
blade element momentum theory,ORG,1,1
blade element theory,ORG,1,1
"actuator disk"" model (1865,1889)",WORK_OF_ART,1,1
froude,ORG,1,1
491,CARDINAL,1,1
point 2,PRODUCT,1,1
\displaystyle v_{2,WORK_OF_ART,1,1
1}{2}}\rho v_{2}^{2}+p_{2,MONEY,2,1
1}{2}}\rho \left(v_{\infty,CARDINAL,1,1
1-a)\right)^{2}+p_{d+,CARDINAL,1,1
"\displaystyle p_{d+}}
  ",PERSON,1,1
"\displaystyle p_{d-}}
  ; far downstream, pressure of the fluid",WORK_OF_ART,1,1
\displaystyle p\rightarrow,WORK_OF_ART,1,1
∞,GPE,1,1
1}{2}}\rho \left(v_{\infty,MONEY,1,1
1}{2}}\rho v_{w}^{2}+p_{\infty,DATE,1,1
v_{w}=,PRODUCT,1,1
\displaystyle p_{d+}-p_{d-}={\frac,WORK_OF_ART,1,1
∞,ORG,3,1
\displaystyle f={\frac {\mathrm,PRODUCT,1,1
\displaystyle v_{w}=(1-2a)v_{\infty,PRODUCT,1,1
av^{3,PRODUCT,1,1
\displaystyle c_{p},WORK_OF_ART,1,1
"\displaystyle a}
  ",WORK_OF_ART,1,1
more than 59,CARDINAL,1,1
v_{u}^{2}=p_{d+}+{\frac,PRODUCT,1,1
1}{2}}\rho v_{d}^{2},MONEY,1,1
1}{2}}\rho v_{w}^{2,MONEY,1,1
\displaystyle v_{w,WORK_OF_ART,1,1
z}=(1,PERSON,1,1
2a(1-a)^{2}v_{\infty,CARDINAL,1,1
\displaystyle \delta \mathbf,WORK_OF_ART,1,1
1-a)\times,ORG,1,1
\displaystyle \mathbf,WORK_OF_ART,1,1
\displaystyle,FAC,1,1
"\displaystyle \alpha }
   ",WORK_OF_ART,1,1
\displaystyle \delta l={\frac,ORG,1,1
2a'\omega,CARDINAL,1,1
|\mathbf,CARDINAL,1,1
1}{2}}\rho w^{2}nc(c_{l}\sin,QUANTITY,1,1
\displaystyle {\frac,WORK_OF_ART,1,1
1}{2}}w^{2}nc(c_{l}\sin,CARDINAL,1,1
4\pi,CARDINAL,3,2
1}{2}}w^{2}nc(c_{l}\cos,CARDINAL,1,1
\rho,PERSON,1,1
more than 4,CARDINAL,1,1
africans,NORP,1,1
marina debris,ORG,1,1
nancy judd,PERSON,1,1
de l'académie des sciences,PERSON,1,1
galvani,PERSON,1,1
semiconductive,ORDINAL,1,1
ac pv,PERSON,1,1
haiyang zou,PERSON,1,1
paul maccready's,PERSON,1,1
"june, 1980",DATE,1,1
may 18,DATE,1,1
71 ft.(21.64 meter,QUANTITY,1,1
68 lb (31 kg,QUANTITY,1,1
541 watt,QUANTITY,1,1
3920,CARDINAL,2,1
nicad,NORP,1,1
36 kg,QUANTITY,1,1
janice brown,PERSON,1,1
45 kg,QUANTITY,2,2
approximately 40,CARDINAL,1,1
1.95,CARDINAL,1,1
3.14 km,QUANTITY,1,1
dryden flight research center,ORG,1,1
"august 7, 1980",DATE,1,1
21.64 m,MONEY,1,1
297 sq ft,MONEY,1,1
27.6,CARDINAL,1,1
30.8 kg,QUANTITY,1,1
133:1,CARDINAL,1,1
horizon 2020,DATE,1,1
fabio terribile,ORG,1,1
the university of naples federico ii,ORG,1,1
university of naples,ORG,1,1
ariespace,GPE,1,1
barcelona supercomputing center,ORG,1,1
university of natural resources and life sciences,ORG,1,1
vienna,GPE,4,3
consiglio nazionale delle ricerche,ORG,1,1
icarda,GPE,1,1
institute of advanced studies,ORG,1,1
institute for environmental protection and research,ORG,1,1
rasdaman gmbh,PERSON,1,1
regione campania,ORG,1,1
university of milan,ORG,1,1
zala county,GPE,1,1
cmast / modis,ORG,1,1
acteon,GPE,1,1
slovenian forestry institute,ORG,1,1
the european uninion,ORG,1,1
beyondsoil,ORG,1,1
"the university hohenheim
",ORG,1,1
a.; oommen,PERSON,1,1
i. k.,PERSON,1,1
sharma,GPE,1,1
387–391,CARDINAL,1,1
pmid 11214871,DATE,1,1
n2-fixation,ORG,2,1
mycorrhizal,NORP,1,1
the university of hohenheim,ORG,1,1
guenter neumann,PERSON,1,1
jiří balík,PERSON,1,1
borbala biro,PERSON,1,1
karl fritz lauer,PERSON,1,1
torsten müller,PERSON,1,1
alessandro piccolo,PERSON,1,1
manfred g. raupp,PERSON,1,1
kornelia smalla,GPE,1,1
markus weinmann,PERSON,1,1
european biostimulant industry council,ORG,1,1
international biocontrol manufacturers' association,ORG,1,1
prague,GPE,1,1
webpage biofector university of hohenheim,ORG,1,1
luigi ciamician,PERSON,1,1
co2 to co2,WORK_OF_ART,1,1
35 mm,QUANTITY,1,1
around 210 mm,QUANTITY,2,1
44.0 ma cm−2,MONEY,1,1
37.0 ma,QUANTITY,1,1
32.5 ma,QUANTITY,1,1
9.0 ma cm−2,MONEY,1,1
co2,FAC,1,1
architronito,GPE,1,1
the late 15th century,DATE,2,2
bc.leonardo's,FAC,1,1
the french institute,ORG,1,1
1841,DATE,2,2
leonardo,PERSON,1,1
nelson,PERSON,1,1
the 15th century,DATE,1,1
32.3 kilograms,QUANTITY,1,1
lanthanum strontium cobalt ferrite,ORG,1,1
the ferrite group,ORG,1,1
hexagonal perovskite structure,ORG,1,1
lscf undergoes phase transformations,ORG,1,1
0.2 s/cm,QUANTITY,1,1
auxiliary power,ORG,1,1
"3,100",CARDINAL,1,1
"around 300,000",CARDINAL,1,1
386,PRODUCT,1,1
8000–9000,MONEY,1,1
powercell,PERSON,1,1
a few thousand,CARDINAL,1,1
r. i. loehrke,PERSON,1,1
journal of energy,ORG,1,1
vol,ORG,2,2
chapter 4.1.2,LAW,1,1
w. weiss,PERSON,2,2
1-902916-46-8,DATE,2,2
goran mijic,PERSON,2,2
872,CARDINAL,1,1
the basque company,ORG,1,1
energias marinas,PERSON,1,1
"42m, 6m",QUANTITY,1,1
more than 80 tons,QUANTITY,1,1
90m depth,QUANTITY,1,1
dfafcs convert,PERSON,1,1
hcooh,PERSON,1,1
2 h+,DATE,1,1
2 hcooh + o2 → 2,QUANTITY,1,1
2005 - 2006,DATE,1,1
richard masel,PERSON,1,1
the university of illinois at urbana-champaign,ORG,1,1
the university of illinois,ORG,1,1
motorola,ORG,3,3
late 2007,DATE,1,1
"april 24, 2010",DATE,1,1
"neah power systems, inc.",ORG,1,1
silent falcon uas technologies,ORG,1,1
falcon,ORG,1,1
boiler explosion,GPE,1,1
tn,GPE,1,1
february 1830,DATE,1,1
westfield ii,PERSON,1,1
ft boiler explosion,PERSON,1,1
"july 30, 1871",DATE,1,1
-givaudan corporation,ORG,1,1
delawanna avenue,FAC,1,1
clifton,ORG,1,1
-ford,ORG,1,1
river rouge,ORG,1,1
2/1/1999,CARDINAL,1,1
pennington avenue,FAC,1,1
passaic,GPE,1,1
-dana corporation,ORG,1,1
henry r. worthington,PERSON,1,1
robert henry thurston's,PERSON,1,1
1825–1923,CARDINAL,1,1
north western,LOC,1,1
ashbourne,PERSON,3,1
moorland publishing company,ORG,3,1
0-903485-51-6,CARDINAL,1,1
3a,CARDINAL,1,1
5a,CARDINAL,1,1
north eastern railway,LOC,1,1
barnsley railway,PERSON,1,1
0-903485-54,CARDINAL,1,1
newton,PERSON,2,1
0-7153-8305-1,CARDINAL,1,1
kichenside,ORG,1,1
g. m.,PERSON,1,1
david & charles,ORG,1,1
0-7153-8362,CARDINAL,1,1
9526651,DATE,1,1
robert b.,PERSON,1,1
lccn 78104064,PERSON,1,1
the journal citation reports,ORG,1,1
9.696,CARDINAL,1,1
251,CARDINAL,1,1
mhd converter,PERSON,1,1
the 1960s and,DATE,1,1
exploration.in,PERSON,1,1
shatrov,PERSON,1,1
victor,PERSON,1,1
gerbeth,PERSON,1,1
molokov,PERSON,1,1
sergei s.; moreau,PERSON,1,1
moffatt,GPE,1,1
h. keith,PERSON,1,1
295–312,CARDINAL,1,1
1-4020-4833-3,CARDINAL,1,1
cenex,ORG,6,1
loughborough,GPE,1,1
the british department of trade and industry,ORG,1,1
fleet,GPE,1,1
cenex,PERSON,2,1
vc3,PERSON,1,1
europe.cenex,ORG,1,1
nottingham city council,ORG,1,1
energy technologies institute,ORG,1,1
direct electron transfer”,WORK_OF_ART,1,1
mediated electron transfer”,WORK_OF_ART,1,1
just eight hours,TIME,1,1
1.1 microwatts,QUANTITY,1,1
just 0.01 cubic millimeters.while,QUANTITY,1,1
the defense department,ORG,1,1
between 20-50,CARDINAL,1,1
h2s and co.,ORG,1,1
o2,PERSON,1,1
morozov et al.,PERSON,1,1
a. aeolicus,ORG,1,1
d. gigas,PERSON,1,1
~30 times,ORG,1,1
over a month,DATE,1,1
about a week,DATE,1,1
r. metallidurans,PERSON,1,1
fungal laccase,PERSON,1,1
950mv,CARDINAL,1,1
uw/cm2 of electricity,ORG,1,1
photovoltaic arrays,ORG,1,1
photovoltaic array,PERSON,1,1
appalachian state university,ORG,1,1
solar grid-tie,PERSON,1,1
0126-1-1,PRODUCT,1,1
more than 98 percent,PERCENT,2,2
61 percent,PERCENT,1,1
the national solid waste management association,ORG,1,1
northern cook county,GPE,1,1
the national recycling coalition,ORG,1,1
the illinois food scrap coalition,ORG,1,1
the illinois recycling association,ORG,1,1
n. clark st.,PERSON,1,1
5435,CARDINAL,1,1
w. chicago,GPE,1,1
4827,CARDINAL,1,1
carol stream,GPE,1,1
present day,DATE,1,1
illinois medium,EVENT,1,1
loyola university's,ORG,1,1
quinlan school of business,ORG,1,1
coumarin,ORG,3,2
nm/517 nm,QUANTITY,1,1
20-90%,PERCENT,1,1
formation.these,NORP,1,1
20 - 100,CARDINAL,1,1
200 - 1000,CARDINAL,1,1
gfp,ORG,1,1
kda,ORG,1,1
≈240kda,ORG,1,1
only 123,CARDINAL,1,1
da.fluorescence,PRODUCT,1,1
2-10 nm diameter,QUANTITY,1,1
"100-100,000",CARDINAL,1,1
proteins gfp,PERSON,1,1
yfp,PERSON,1,1
rfp,PERSON,1,1
xanthene,PERSON,1,1
rhodamine,GPE,1,1
indocarbocyanine,GPE,1,1
oxacarbocyanine,GPE,1,1
naphthalene,PERSON,1,1
draq5,GPE,1,1
cascade blue,ORG,1,1
oxazine,ORG,1,1
nile red,LOC,1,1
nile,LOC,1,1
acridine orange,PERSON,1,1
arylmethine,PERSON,1,1
malachite,NORP,1,1
"porphin, phthalocyanine",ORG,1,1
bilirubin,PERSON,1,1
dipyrromethene,PERSON,1,1
300 nm,QUANTITY,1,1
thiol,GPE,1,1
acetyl bromide,PERSON,1,1
boronic acid,ORG,1,1
carboxyl,PERSON,2,1
fura-2am,CARDINAL,1,1
everfluor,ORG,1,1
bella fluor,PERSON,1,1
dylight fluor,PERSON,1,1
atto,PERSON,1,1
abberior dyes,ORG,1,1
abberior,ORG,1,1
cyandye,PERSON,1,1
hilyte,NORP,1,1
quasar,GPE,1,1
surelight dyes,PERSON,1,1
columbia biosciences,ORG,1,1
greensea,ORG,1,1
vio dyes,PERSON,1,1
miltenyi biotec,PERSON,1,1
qy,PERSON,2,1
chinese,LANGUAGE,2,1
南丫风采发电站,PERSON,1,1
tai ling,GPE,1,1
lamma island,GPE,1,1
5.5 m,MONEY,1,1
hongkong electric,ORG,1,1
hong kong island,GPE,1,1
23 february 2006,DATE,1,1
50 metres,QUANTITY,2,2
800 kilowatts,QUANTITY,1,1
"1,100 hp",QUANTITY,1,1
about 13%,PERCENT,1,1
around 100 kilowatts,QUANTITY,1,1
approximately 250,CARDINAL,1,1
7 am to 6 pm,TIME,1,1
yung shue wan,PERSON,1,1
about 40 minutes,TIME,1,1
more than four-fifths,CARDINAL,1,1
1 mw,QUANTITY,1,1
dachflaechen vermieten,PERSON,1,1
monk andrew gordon,PERSON,1,1
benjamin franklin,PERSON,2,1
the 1740s,DATE,1,1
coulomb,ORG,1,1
henry cavendish,PERSON,1,1
charles-augustin de coulomb,ORG,1,1
1785,DATE,1,1
alessandro volta,PERSON,3,3
hans christian,NORP,2,2
a pool of,DATE,1,1
barlow,PERSON,1,1
late in the century,DATE,1,1
jedlik,PERSON,4,1
william sturgeon,PERSON,1,1
sturgeon,ORG,1,1
thomas davenport,PERSON,1,1
emily davenport,PERSON,1,1
1837,DATE,1,1
prussian,NORP,2,2
moritz von jacobi,PERSON,1,1
may 1834,DATE,1,1
jacobi,ORG,1,1
four years later,DATE,1,1
september 1838,DATE,1,1
1839/40,CARDINAL,1,1
antonio pacinotti,PERSON,1,1
werner siemens,PERSON,1,1
gramme,PERSON,1,1
vienna world's fair,EVENT,1,1
friedrich von hefner-alteneck,PERSON,1,1
siemens & halske,ORG,2,1
frank julian,PERSON,1,1
"the ""l""",PRODUCT,1,1
sprague,PERSON,1,1
the development of electric motors of acceptable efficiency,ORG,1,1
ac motors,ORG,5,1
arago,PERSON,1,1
walter baily,PERSON,1,1
ferraris,PERSON,1,1
the royal academy of science of,ORG,1,1
turin published ferraris's,ORG,1,1
may 1888,DATE,1,1
ferraris,GPE,1,1
hertz induction motors,ORG,1,1
westinghouse motors,ORG,1,1
b.g,GPE,1,1
mikhail dolivo-dobrovolsky,PERSON,2,1
aeg,ORG,1,1
maschinenfabrik oerlikon,PERSON,1,1
charles eugene,PERSON,1,1
frankfurt international electrotechnical exhibition,EVENT,1,1
over 175 km,QUANTITY,1,1
the neckar river,LOC,1,1
7.5-horsepower,CARDINAL,1,1
bearings,ORG,2,1
the motor housing,ORG,1,1
ac motors',ORG,2,1
universal motors,ORG,5,1
dc voltage,ORG,1,1
dc motor,ORG,1,1
former.ac electric motors,ORG,1,1
0.746 kw,QUANTITY,1,1
trapezoidal pm,PERSON,1,1
pm,PERSON,1,1
pmsm,PERSON,2,1
scim,PERSON,1,1
srm,PERSON,2,1
vfd,PERSON,1,1
wrsm,GPE,1,1
rla,ORG,1,1
pm motors,ORG,1,1
miniature motors,ORG,1,1
bldc motors,ORG,4,1
up to 96.5%,PERCENT,1,1
75–80%,PERCENT,1,1
trapezoidal bldc motors,ORG,1,1
laser printers,ORG,1,1
brushed motors,ORG,1,1
quiet motors,ORG,1,1
vibrations.modern bldc motors,ORG,1,1
a fraction of a watt,MONEY,1,1
less than 1000 watts,QUANTITY,1,1
the field coil,ORG,1,1
jig saws,PERSON,1,1
weed trimmer motors,ORG,1,1
ac motor,ORG,1,1
telechron clock motors,ORG,1,1
coreless dc motor,ORG,1,1
1446,DATE,1,1
356,CARDINAL,1,1
40 khz,QUANTITY,1,1
pancake motors,ORG,1,1
magnax,PERSON,1,1
7.5 kw/kg,QUANTITY,1,1
this yokeless,PERSON,1,1
forces.magnax motors,ORG,1,1
.15–5.4 metres,ORG,1,1
8.6,CARDINAL,1,1
dot matrix computer,ORG,1,1
dc electric motor,ORG,1,1
the stepper motor,ORG,1,1
cog,ORG,1,1
stepper motors,ORG,8,1
diskette,ORG,1,1
linear motor,ORG,2,1
\times \mathbf,PRODUCT,1,1
\frac {,GPE,2,2
\displaystyle p_{e},PRODUCT,1,1
\displaystyle p_{m},WORK_OF_ART,1,1
"\displaystyle p_{m}=t\omega }
  ",WORK_OF_ART,1,1
less than 1/2,CARDINAL,1,1
pole motors,ORG,1,1
up to 98%,PERCENT,1,1
more than an hour,TIME,1,1
eric laithwaite,PERSON,1,1
\sigma a_{m}a_{e}}{l_{m}l_{e,PERSON,1,1
non pm motors,ORG,1,1
standstill,GPE,1,1
the permanent magnet assembly of pmsms,ORG,1,1
greater than eight,CARDINAL,1,1
approximately four,CARDINAL,1,1
pmsm,ORG,1,1
american petroleum institute,ORG,3,1
541,CARDINAL,1,1
375 kw,QUANTITY,1,1
546,CARDINAL,1,1
547,CARDINAL,1,1
institute of electrical and electronics,ORG,2,1
841,CARDINAL,1,1
tefc,PERSON,1,1
370 kw,QUANTITY,1,1
iec 60034,PERSON,1,1
iec 60072,PRODUCT,1,1
national electrical manufacturers association,ORG,1,1
mg-1 motors,ORG,1,1
1004,DATE,1,1
andrew gordon,PERSON,1,1
piezo motor,ORG,1,1
piezoelectric motors,ORG,1,1
karlsrushe institute of technology's,ORG,1,1
martin doppelbauer,PERSON,1,1
photovoltaic barometer,ORG,1,1
year-end,DATE,2,2
the iea photovoltaic power systems,ORG,1,1
early april,DATE,1,1
2015see,CARDINAL,1,1
20152014,DATE,1,1
"4,042",CARDINAL,1,1
panasonic,GPE,1,1
kulim,PERSON,2,1
penang,GPE,1,1
malacca,PERSON,1,1
the american company first solar,ORG,1,1
kulim,GPE,1,1
only 200,CARDINAL,1,1
sunpower,GPE,2,2
malaysian,NORP,1,1
penang science park,PERSON,1,1
kulim hi-tech,PERSON,1,1
800 mw,MONEY,1,1
1 september 2011,DATE,1,1
the basel action network,ORG,1,1
6 march 2012,DATE,1,1
the spring of 2012,DATE,1,1
the american plastics council,ORG,1,1
only 25%,PERCENT,1,1
70 million,CARDINAL,1,1
a half-gallon,QUANTITY,2,1
41.6 million pounds,QUANTITY,1,1
5.7 pounds,QUANTITY,1,1
$145.6 million,MONEY,1,1
"march 13, 2006",DATE,1,1
"october 20, 2006",DATE,1,1
56 million tons,QUANTITY,1,1
10 million tons,QUANTITY,1,1
1.5 million tons,QUANTITY,1,1
2.5 million tons,QUANTITY,1,1
1.3 million tons,QUANTITY,1,1
"300,000 tons",QUANTITY,1,1
"800,000 tons",QUANTITY,1,1
newell group,ORG,1,1
